3.95,030.85912643,+72.42123962,3.977,3.950,-0.002,0.03
5.64,030.91359346,+25.93544879,6.290,5.743,0.537,0.61
5.61,030.91868509,-04.10336397,7.686,5.806,1.589,1.60
5.96,030.95051270,-00.34014611,7.030,6.045,0.851,0.88
2.10,030.97466283,+42.32984832,4.006,2.330,1.370,1.37
4.68,031.12262534,-29.29683966,4.500,4.668,-0.156,-.12
5.27,031.27938922,+77.28145654,5.665,5.310,0.345,0.40
5.22,031.38157411,+76.11511028,6.429,5.324,0.954,0.94
5.03,031.64130188,+22.64840404,5.193,5.043,0.121,0.12
2.01,031.79285757,+23.46277743,3.524,2.152,1.151,1.13
4.78,032.12144102,+37.85918337,4.944,4.804,0.120,0.16
5.66,032.16908619,+58.42360489,6.388,5.780,0.595,0.85
5.84,032.28888091,-43.51647088,7.398,5.971,1.197,1.20
4.98,032.35535861,+25.93997268,5.392,5.017,0.339,0.40
3.00,032.38550383,+34.98739204,3.212,3.039,0.140,0.17
5.68,032.65642510,+19.50040351,7.831,5.895,1.641,2.23
5.64,032.83817716,+08.57008262,6.304,5.696,0.569,0.63
6.00,032.84267760,-10.05174603,6.475,6.047,0.418,0.48
5.94,032.89933984,-01.82534866,7.168,6.043,0.967,0.99
4.94,033.09301632,+30.30321507,5.866,4.985,0.770,0.81
5.96,033.15630080,+24.16779356,7.753,6.128,1.366,1.20
5.65,033.19717997,-02.39345960,6.328,5.712,0.546,0.63
5.23,033.19993262,+21.21098318,5.749,5.278,0.457,0.53
5.27,033.22691696,-30.72384252,5.247,5.260,-0.013,0.01
4.36,033.25004577,+08.84675230,5.488,4.466,0.878,0.90
5.86,033.25396814,-21.00023660,7.156,5.979,1.006,0.99
5.72,033.26352181,+15.27991044,7.784,5.896,1.551,1.71
4.84,033.30558667,+44.23168903,6.791,5.005,1.476,1.49
5.57,033.56042796,-67.84155199,7.581,5.749,1.556,1.78
5.91,033.63317374,-41.16670109,7.130,6.016,0.965,0.95
5.67,033.86899336,-67.74633515,7.381,5.818,1.306,1.29
5.57,033.92847664,+25.04325530,6.183,5.634,0.520,0.59
5.79,033.94139916,+25.78309877,6.316,5.840,0.439,0.47
5.25,033.98456296,+33.35897589,5.244,5.249,-0.004,0.02
3.56,034.12708452,-51.51211145,3.424,3.535,-0.120,-.11
5.51,034.24578955,-06.42185630,6.725,5.609,0.962,0.93
4.84,034.26007346,+34.22482985,5.606,4.938,0.607,0.76
